id,carat,cut,color,clarity,depth,table,x,y,z,price
7633,0.35,Very Good,F,SI2,61.2,55.0,4.56,4.57,2.79,6.203
7634,0.41,Ideal,G,SI1,61.9,54.0,4.77,4.82,2.97,6.632
7635,0.71,Ideal,H,SI2,62.2,55.0,5.72,5.7,3.55,7.766
7636,0.5,Fair,H,VS1,66.5,60.0,4.93,4.85,3.25,7.052
7637,0.5,Very Good,E,VVS2,62.4,55.0,5.08,5.11,3.18,7.73
7638,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,7.894
7639,0.91,Good,G,SI1,63.1,63.0,6.11,6.16,3.87,8.162
7640,1.04,Ideal,G,VS1,60.7,55.0,6.57,6.61,4.0,8.943
7641,0.3,Ideal,H,VS2,62.4,54.0,4.31,4.34,2.7,6.196
7642,0.31,Very Good,G,SI2,63.3,54.0,4.34,4.29,2.73,6.26
7643,0.42,Very Good,F,SI1,62.9,57.0,4.73,4.77,2.99,6.65
7644,2.01,Premium,G,SI1,62.5,58.0,7.98,8.08,5.02,9.76
7645,1.6,Very Good,I,SI2,62.2,59.0,7.42,7.46,4.63,8.975
7646,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,6.611
7647,1.06,Ideal,F,SI1,61.9,57.0,6.57,6.54,4.06,8.671
7648,0.33,Premium,G,VS1,59.2,59.0,4.54,4.51,2.68,6.75
7649,0.38,Ideal,F,VS1,59.8,57.0,4.72,4.75,2.84,6.779
7650,1.23,Ideal,I,VVS1,62.1,57.0,6.83,6.9,4.26,8.852
7651,0.31,Ideal,D,VS2,61.2,55.0,4.37,4.39,2.68,6.599
7652,0.37,Premium,G,VS2,62.8,60.0,4.59,4.55,2.87,6.725
7653,2.52,Very Good,G,SI2,63.2,58.0,8.65,8.61,5.45,9.781
7654,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,8.52
7655,0.4,Ideal,G,VVS2,61.6,56.0,4.76,4.79,2.94,6.836
7656,0.71,Ideal,G,VS1,61.7,56.0,5.72,5.75,3.53,8.141
7657,1.01,Premium,F,SI2,61.7,60.0,6.36,6.42,3.94,8.419
7658,1.59,Premium,H,SI1,60.6,60.0,7.59,7.53,4.58,9.263
7659,2.01,Ideal,I,SI2,62.3,57.0,8.06,8.08,5.03,9.532
7660,1.01,Very Good,E,SI2,63.2,59.0,6.38,6.34,4.02,8.425
7661,0.92,Ideal,I,SI1,61.8,57.0,6.27,6.25,3.87,8.109
7662,2.22,Very Good,J,SI1,58.7,60.0,8.51,8.57,5.01,9.531
7663,0.51,Very Good,E,VS2,63.1,57.0,5.12,5.08,3.22,7.416
7664,1.08,Ideal,E,VVS1,61.7,55.0,6.6,6.63,4.08,9.549
7665,1.21,Premium,F,VS1,61.1,57.0,6.93,6.89,4.22,9.195
7666,1.2,Very Good,H,SI1,62.5,59.0,6.66,6.72,4.18,8.703
7667,1.2,Premium,I,SI2,59.0,60.0,6.99,6.95,4.11,8.351
7668,0.4,Premium,H,VS1,62.7,58.5,4.7,4.74,2.96,6.676
7669,0.47,Very Good,G,VVS1,60.6,55.0,5.05,5.09,3.07,7.484
7670,0.41,Ideal,F,VVS1,60.3,56.0,4.85,4.8,2.91,7.212
7671,0.52,Ideal,D,VVS2,62.4,56.0,5.15,5.17,3.22,7.767
7672,1.51,Ideal,I,SI2,61.8,57.0,7.43,7.36,4.57,8.933
7673,0.5,Fair,G,VVS2,62.9,67.0,5.02,4.96,3.14,7.491
7674,0.81,Fair,I,VS2,64.6,59.0,5.83,5.78,3.75,7.789
7675,0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,7.957
7676,0.3,Ideal,I,SI1,60.4,59.0,4.33,4.35,2.62,6.084
7677,0.5,Very Good,E,SI2,61.3,56.0,5.08,5.13,3.13,7.051
7678,0.5,Ideal,G,VS1,62.3,55.0,5.11,5.07,3.17,7.465
7679,2.19,Premium,H,SI1,61.6,58.0,8.35,8.3,5.13,9.742
7680,1.73,Ideal,I,VS2,61.0,56.0,7.72,7.79,4.73,9.508
7681,0.3,Good,G,SI1,63.2,55.0,4.26,4.29,2.7,6.033
7682,0.33,Ideal,H,VS2,60.7,55.0,4.48,4.51,2.73,6.312
7683,0.7,Premium,G,I1,59.2,61.0,5.76,5.7,3.39,7.017
7684,0.54,Ideal,F,VVS2,61.0,57.0,5.26,5.3,3.22,7.654
7685,0.52,Premium,E,VS2,60.9,57.0,5.2,5.17,3.16,7.504
7686,0.23,Good,F,VVS1,58.1,52.0,4.03,4.1,2.36,6.127
7687,1.04,Premium,J,SI2,62.0,59.0,6.47,6.49,4.02,8.19
7688,0.93,Good,D,SI1,63.8,59.0,6.21,6.15,3.94,8.246
7689,1.06,Ideal,F,VVS2,61.3,57.0,6.56,6.59,4.03,9.164
7690,1.19,Very Good,H,SI2,63.4,58.0,6.79,6.76,4.29,8.425
7691,1.0,Very Good,G,VS2,63.5,59.0,6.33,6.23,3.99,8.694
7692,1.58,Ideal,I,SI1,62.6,56.0,7.45,7.51,4.68,9.124
7693,0.73,Very Good,I,VS2,62.8,59.0,5.72,5.75,3.6,7.794
7694,0.33,Ideal,E,VVS1,61.2,55.0,4.48,4.51,2.75,7.068
7695,0.9,Fair,E,SI2,64.4,58.0,6.07,6.01,3.89,7.878
7696,1.51,Very Good,G,VVS2,62.1,59.0,7.28,7.34,4.54,9.498
7697,1.08,Ideal,J,SI1,62.1,55.0,6.54,6.57,4.07,8.441
7698,0.3,Ideal,G,IF,61.8,57.0,4.28,4.31,2.65,6.738
7699,0.65,Very Good,I,VVS1,61.8,56.0,5.53,5.57,3.43,7.496
7700,0.33,Ideal,H,VVS1,61.5,55.0,4.44,4.47,2.74,6.593
7701,1.91,Very Good,G,SI1,63.1,59.0,7.9,7.86,4.97,9.632
7702,0.72,Premium,E,SI1,62.8,52.0,5.78,5.72,3.61,7.755
7703,2.27,Fair,J,I1,67.6,55.0,8.05,8.0,5.43,8.654
7704,1.05,Premium,F,SI2,61.1,59.0,6.54,6.61,4.02,8.208
7705,2.0,Premium,G,SI2,62.1,59.0,8.12,8.02,5.01,9.674
7706,0.43,Premium,F,VS1,59.9,58.0,4.89,4.93,2.94,6.962
7707,0.38,Very Good,I,SI1,60.2,60.0,4.65,4.68,2.81,6.365
7708,0.91,Premium,H,SI2,60.9,61.0,6.24,6.18,3.78,8.147
7709,0.42,Ideal,G,VVS1,61.6,55.0,4.82,4.85,2.98,7.072
7710,1.2,Fair,F,SI2,63.4,60.0,6.56,6.65,4.19,8.602
7711,1.06,Ideal,G,SI2,62.2,55.0,6.53,6.56,4.07,8.403
7712,2.03,Ideal,H,SI2,61.9,57.0,8.14,8.1,5.03,9.34
7713,2.04,Good,I,SI1,57.7,64.0,8.39,8.31,4.82,9.378
7714,1.51,Ideal,H,VS1,60.8,57.0,7.43,7.46,4.53,9.381
7715,1.01,Very Good,E,SI1,63.1,57.0,6.33,6.44,4.03,8.534
7716,0.43,Good,D,VS2,59.9,61.0,4.84,4.88,2.91,6.883
7717,1.19,Ideal,F,VVS2,61.7,56.0,6.82,6.85,4.22,9.253
7718,0.5,Ideal,F,VS2,61.6,53.0,5.13,5.09,3.15,7.411
7719,1.58,Ideal,H,VS1,60.4,57.0,7.55,7.65,4.59,9.543
7720,0.93,Fair,H,SI1,64.6,58.0,6.13,6.07,3.94,8.23
7721,1.51,Ideal,E,SI2,60.5,57.0,7.38,7.42,4.48,9.3
7722,1.59,Very Good,H,VS2,60.7,61.1,7.5,7.56,4.57,9.335
7723,1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,8.977
7724,0.71,Very Good,D,VVS2,62.7,59.0,5.64,5.69,3.55,8.208
7725,1.02,Ideal,E,SI2,62.3,56.0,6.42,6.37,3.98,8.148
7726,0.42,Very Good,E,SI2,62.9,56.0,4.77,4.8,3.01,6.551
7727,0.31,Premium,F,VS2,62.9,58.0,4.31,4.27,2.7,6.687
7728,0.4,Ideal,J,VVS1,61.9,56.0,4.74,4.79,2.95,7.035
7729,1.04,Premium,G,SI2,60.9,58.0,6.58,6.52,3.99,8.361
7730,1.4,Ideal,H,SI2,61.2,56.0,7.23,7.18,4.41,8.884
7731,0.52,Premium,G,SI2,61.4,56.0,5.27,5.18,3.2,7.119
7732,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,7.195
7733,1.54,Premium,G,SI1,61.8,59.0,7.37,7.32,4.54,9.324
7734,0.43,Premium,G,VS2,61.1,58.0,4.84,4.88,2.97,6.765
7735,1.0,Good,F,VS2,63.8,58.0,6.32,6.28,4.02,8.734
7736,1.08,Very Good,G,VS2,62.0,57.0,6.52,6.55,4.05,8.727
7737,0.91,Ideal,G,SI2,61.6,56.0,6.24,6.22,3.84,8.29
7738,0.32,Ideal,I,VVS2,63.0,57.0,4.37,4.33,2.74,6.579
7739,0.38,Premium,H,VS2,63.0,56.0,4.61,4.57,2.89,6.8
7740,0.53,Ideal,F,VS1,61.4,57.0,5.18,5.2,3.19,7.496
7741,0.9,Fair,H,I1,66.9,63.0,6.04,5.91,4.0,7.472
7742,0.3,Ideal,F,IF,62.4,54.0,4.33,4.36,2.71,6.787
7743,1.63,Ideal,I,VS2,61.9,54.3,7.54,7.58,4.68,9.307
7744,0.43,Premium,H,SI2,61.8,59.0,4.86,4.85,3.0,6.788
7745,1.51,Ideal,E,VS2,62.7,57.0,7.31,7.26,4.57,9.581
7746,0.37,Very Good,F,SI1,62.5,58.0,4.52,4.57,2.84,6.423
7747,0.9,Ideal,H,SI2,61.8,56.0,6.17,6.2,3.82,8.319
7748,1.03,Ideal,F,VS2,61.2,54.0,6.56,6.51,4.0,8.842
7749,0.43,Very Good,E,SI1,63.4,56.0,4.79,4.77,3.03,6.825
7750,0.78,Ideal,E,VS2,61.4,56.0,5.91,5.95,3.64,8.184
7751,0.42,Premium,F,VS1,61.9,55.0,4.82,4.78,2.97,7.006
7752,0.79,Very Good,H,SI1,63.4,57.0,5.86,5.9,3.73,7.882
7753,0.74,Ideal,F,VS2,60.8,57.0,5.85,5.87,3.56,8.085
7754,0.31,Ideal,D,VVS2,61.8,54.0,4.36,4.38,2.7,6.719
7755,0.34,Fair,F,I1,55.8,62.0,4.72,4.6,2.6,7.678
7756,0.7,Ideal,G,SI1,62.4,56.0,5.66,5.69,3.54,7.73
7757,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,7.703
7758,0.52,Ideal,D,SI1,62.4,57.0,5.14,5.18,3.22,7.378
7759,0.9,Ideal,J,SI1,62.6,54.0,6.16,6.23,3.88,8.04
7760,0.51,Ideal,E,VS2,60.7,56.0,5.17,5.21,3.15,7.537
7761,0.26,Ideal,G,VVS2,61.4,56.0,4.11,4.14,2.53,6.301
7762,1.12,Premium,H,I1,59.1,61.0,6.78,6.75,4.0,7.956
7763,1.09,Very Good,G,VS1,62.5,58.0,6.49,6.59,4.09,8.906
7764,1.01,Ideal,G,VS2,61.9,56.0,6.42,6.46,3.99,8.77
7765,0.7,Very Good,F,VS2,61.6,58.0,5.7,5.72,3.52,7.767
7766,1.02,Premium,G,IF,61.8,59.0,6.41,6.46,3.98,9.047
7767,0.73,Premium,E,SI2,60.8,60.0,5.87,5.78,3.54,7.787
7768,0.3,Very Good,F,VS2,62.7,58.0,4.25,4.3,2.68,6.405
7769,1.09,Ideal,J,SI1,61.4,55.0,6.61,6.67,4.08,8.426
7770,1.33,Very Good,F,SI1,63.3,56.0,6.91,6.95,4.39,9.007
7771,0.23,Very Good,E,VVS1,61.3,59.0,3.93,3.97,2.42,6.273
7772,0.75,Ideal,H,SI1,61.9,56.0,5.81,5.85,3.61,8.01
7773,1.22,Premium,I,VS1,61.1,58.0,6.91,6.84,4.2,8.719
7774,0.31,Ideal,E,VS2,61.0,54.0,4.37,4.41,2.68,6.522
7775,0.3,Ideal,E,VS1,62.5,56.0,4.27,4.31,2.68,6.542
7776,1.08,Ideal,I,SI2,62.3,57.0,6.56,6.61,4.1,8.326
7777,1.04,Premium,D,SI2,61.0,59.0,6.51,6.54,3.98,8.46
7778,0.41,Ideal,I,VVS2,61.6,56.0,4.79,4.82,2.96,6.624
7779,1.21,Very Good,H,VS1,62.8,54.4,6.78,6.81,4.26,8.96
7780,1.2,Premium,I,VS2,62.2,61.0,6.74,6.73,4.19,8.518
7781,0.3,Ideal,D,SI1,61.0,57.0,4.29,4.33,2.63,6.314
7782,1.16,Ideal,G,IF,62.3,55.0,6.79,6.73,4.21,9.219
7783,0.34,Ideal,E,VS1,60.3,57.0,4.52,4.54,2.73,6.774
7784,0.59,Very Good,I,VS2,61.2,57.0,5.4,5.42,3.31,7.276
7785,0.7,Very Good,E,SI1,62.9,57.0,5.6,5.66,3.54,7.762
7786,1.11,Very Good,E,SI2,62.3,58.0,6.64,6.68,4.15,8.368
7787,0.51,Ideal,G,VS1,62.2,55.0,5.11,5.14,3.19,7.412
7788,0.37,Good,H,VS2,63.7,55.0,4.56,4.54,2.9,6.619
7789,0.82,Ideal,I,VS1,61.3,57.0,6.02,6.07,3.7,8.043
7790,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,6.865
7791,1.05,Good,D,SI2,60.0,63.0,6.59,6.64,3.97,8.425
7792,1.03,Ideal,E,VVS2,61.7,54.0,6.49,6.52,4.02,9.204
7793,0.83,Premium,H,SI1,60.0,59.0,6.08,6.05,3.64,7.946
7794,0.42,Very Good,D,SI1,63.0,57.0,4.77,4.81,3.02,6.628
7795,1.01,Very Good,D,SI2,61.4,60.0,6.33,6.38,3.9,8.426
7796,1.0,Good,E,SI1,61.6,62.0,6.35,6.42,3.93,8.663
7797,0.55,Ideal,E,VS2,59.3,57.0,5.39,5.43,3.21,7.404
7798,0.5,Fair,F,SI2,65.5,54.0,5.06,4.92,3.25,6.938
7799,1.12,Good,J,SI1,63.7,61.0,6.5,6.54,4.15,8.264
7800,0.41,Ideal,E,VS1,61.8,55.0,4.75,4.8,2.95,6.984
7801,1.51,Premium,G,VS2,62.7,58.0,7.31,7.2,4.55,9.463
7802,0.7,Ideal,I,VS2,61.6,56.0,5.67,5.72,3.51,7.763
7803,2.04,Very Good,H,SI2,60.0,60.0,8.21,8.17,4.91,9.7
7804,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,6.438
7805,0.31,Very Good,E,SI1,59.1,59.0,4.42,4.44,2.62,6.299
7806,0.92,Good,D,SI1,63.1,58.0,6.11,6.16,3.87,8.333
7807,0.39,Ideal,E,VS1,60.2,56.0,4.78,4.79,2.88,6.775
7808,0.4,Very Good,E,VS2,63.0,59.0,4.66,4.68,2.94,6.541
7809,1.51,Premium,I,VS2,62.3,60.0,7.35,7.29,4.56,9.105
7810,0.41,Ideal,G,VS1,61.9,57.0,4.76,4.81,2.96,6.801
7811,0.32,Ideal,G,VVS1,61.3,55.0,4.46,4.38,2.71,6.597
7812,0.4,Premium,E,SI2,62.9,58.0,4.74,4.7,2.97,6.751
7813,0.82,Good,J,SI1,57.5,62.0,6.2,6.25,3.58,7.617
7814,0.31,Good,E,SI1,63.4,55.0,4.32,4.35,2.75,6.299
7815,0.35,Premium,E,VVS1,60.7,59.0,4.55,4.58,2.77,6.951
7816,0.41,Ideal,E,VS2,62.5,55.0,4.74,4.77,2.97,6.841
7817,0.3,Very Good,D,VS2,62.6,61.0,4.22,4.25,2.65,6.565
7818,2.02,Good,G,SI2,57.5,61.0,8.37,8.35,4.81,9.467
7819,0.3,Ideal,D,SI1,61.0,56.0,4.37,4.35,2.66,6.564
7820,0.55,Ideal,G,SI1,61.3,56.0,5.26,5.31,3.24,7.381
7821,2.25,Very Good,J,SI2,58.4,63.0,8.6,8.65,5.04,9.518
7822,1.0,Premium,D,VS1,62.1,55.0,6.41,6.34,3.96,8.963
7823,0.3,Premium,D,SI2,62.3,58.0,4.32,4.29,2.68,6.353
7824,0.7,Premium,E,SI1,61.2,62.0,6.65,5.73,3.48,7.782
7825,1.56,Premium,J,VS1,61.1,59.0,7.49,7.52,4.58,9.027
7826,0.75,Very Good,G,SI1,62.3,55.0,5.81,5.85,3.63,7.87
7827,1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,8.824
7828,1.58,Premium,I,VS2,59.4,61.0,7.66,7.63,4.54,9.058
7829,0.54,Premium,D,VS2,60.9,58.0,5.31,5.27,3.22,7.597
7830,0.34,Ideal,F,VS1,62.1,57.0,4.53,4.49,2.8,6.863
7831,0.71,Premium,F,VS1,58.6,62.0,5.88,5.82,3.43,8.033
7832,2.0,Good,D,SI2,60.3,56.0,8.08,8.11,4.88,9.707
7833,1.6,Ideal,I,SI2,61.9,57.0,7.48,7.51,4.64,9.033
7834,1.56,Premium,G,SI2,61.7,59.0,7.51,7.43,4.61,9.089
7835,0.41,Premium,G,SI2,61.4,58.0,4.75,4.8,2.93,6.415
7836,1.3,Premium,G,VS2,60.9,60.0,7.04,6.99,4.27,9.129
7837,0.34,Ideal,E,VVS1,61.6,55.0,4.5,4.52,2.78,6.937
7838,2.06,Ideal,H,SI2,61.5,56.0,8.23,8.18,5.04,9.403
7839,0.41,Very Good,I,VVS2,63.5,57.0,4.76,4.72,3.01,6.967
7840,1.2,Ideal,G,VVS2,60.9,56.0,6.86,6.91,4.19,9.353
7841,1.21,Premium,G,SI1,59.5,62.0,6.65,6.57,3.84,8.623
7842,0.46,Ideal,F,SI2,61.4,56.0,4.97,5.0,3.06,6.781
7843,1.02,Premium,D,VS1,61.3,58.0,6.52,6.47,3.98,9.01
7844,1.03,Very Good,H,SI1,63.4,62.0,6.46,6.27,4.05,8.391
7845,0.38,Good,E,VVS1,62.4,64.0,4.59,4.61,2.87,6.807
7846,1.51,Good,I,VVS1,64.0,60.0,7.26,7.21,4.63,9.156
7847,0.71,Premium,D,SI1,60.5,59.0,5.81,5.79,3.51,7.917
7848,0.39,Ideal,G,VVS1,62.0,56.0,4.66,4.7,2.9,6.886
7849,0.54,Ideal,D,VS2,61.1,56.0,5.25,5.29,3.22,7.545
7850,0.7,Fair,D,SI1,66.2,57.0,5.56,5.41,3.63,7.844
7851,0.3,Ideal,F,IF,61.8,55.0,4.31,4.33,2.67,6.772
7852,0.38,Very Good,D,VVS2,61.9,56.0,4.63,4.65,2.87,7.09
7853,0.57,Ideal,H,IF,62.2,56.0,5.3,5.33,3.3,7.694
7854,0.9,Very Good,F,SI1,63.4,62.0,6.05,6.0,3.82,8.292
7855,1.19,Ideal,H,I1,61.5,57.0,6.79,6.83,4.19,8.207
7856,1.0,Good,G,SI1,63.9,60.0,6.22,6.27,3.99,8.463
7857,0.37,Premium,G,VVS2,62.2,58.0,4.56,4.6,2.85,6.668
7858,0.9,Very Good,E,SI1,61.5,62.0,6.15,6.2,3.8,8.352
7859,1.14,Ideal,H,SI1,61.5,55.0,6.72,6.75,4.14,8.865
7860,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,8.344
7861,0.82,Ideal,E,SI1,61.8,53.0,6.02,6.05,3.73,8.289
7862,0.5,Good,F,VS1,56.4,62.0,5.31,5.22,2.97,7.237
7863,0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,8.305
7864,0.4,Very Good,F,VS1,62.2,55.0,4.68,4.74,2.93,6.667
7865,1.71,Good,I,SI1,63.2,57.0,7.49,7.53,4.75,9.198
7866,0.7,Very Good,G,VVS2,63.3,59.0,5.59,5.62,3.55,7.974
7867,0.5,Ideal,D,SI2,61.3,54.0,5.11,5.03,3.11,6.969
7868,0.52,Very Good,G,VVS2,62.0,57.0,5.15,5.19,3.2,7.492
7869,0.52,Ideal,G,IF,61.7,56.0,5.15,5.19,3.19,7.726
7870,0.3,Premium,F,VS2,61.4,60.0,4.34,4.29,2.65,6.654
7871,0.51,Ideal,F,SI2,61.0,55.0,5.18,5.21,3.17,7.003
7872,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,8.371
7873,0.5,Very Good,I,SI1,63.5,56.0,5.02,5.06,3.2,6.955
7874,0.71,Ideal,G,SI2,62.2,56.0,5.7,5.74,3.56,7.612
7875,1.11,Ideal,G,VS1,61.5,58.0,6.7,6.66,4.11,8.941
7876,1.04,Very Good,F,VS1,63.0,56.0,6.45,6.5,4.08,8.883
7877,0.31,Ideal,E,VVS2,61.8,54.0,4.34,4.36,2.69,6.762
7878,0.76,Ideal,I,VS1,61.5,57.0,5.85,5.89,3.61,7.893
7879,0.32,Premium,H,VS2,60.7,60.0,4.39,4.41,2.67,6.225
7880,0.79,Premium,G,VS1,62.3,56.0,5.94,5.87,3.68,8.024
7881,1.1,Ideal,J,SI2,60.9,56.0,6.68,6.72,4.08,8.333
7882,0.4,Good,E,SI1,63.2,58.0,4.66,4.7,2.96,6.532
7883,0.71,Premium,F,SI1,61.6,60.0,5.79,5.73,3.55,7.775
7884,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,7.057
7885,1.0,Good,D,SI2,57.8,58.0,6.55,6.61,3.8,8.347
7886,0.7,Good,E,SI1,57.8,62.0,5.79,5.84,3.36,7.673
7887,1.93,Premium,H,VS2,62.8,58.0,7.91,7.86,4.95,9.762
7888,0.91,Very Good,F,VVS2,62.6,59.0,6.1,6.16,3.84,8.654
7889,1.04,Good,D,SI1,63.7,58.0,6.39,6.43,4.08,8.631
7890,0.62,Good,G,VS2,61.0,62.0,5.41,5.5,3.33,7.523
7891,1.01,Ideal,G,SI2,61.5,57.0,6.43,6.45,3.96,8.473
7892,0.23,Very Good,E,VVS1,61.2,57.0,3.96,3.98,2.43,6.17
7893,0.56,Ideal,E,VS2,60.9,56.0,5.32,5.35,3.25,7.506
7894,0.3,Good,G,SI1,63.8,56.0,4.26,4.3,2.73,6.103
7895,1.24,Ideal,I,SI2,61.8,58.0,6.85,6.9,4.25,8.677
7896,0.3,Good,G,VS2,63.1,58.0,4.23,4.27,2.68,6.196
7897,0.31,Ideal,I,VS1,62.8,55.0,4.35,4.31,2.72,6.443
7898,0.34,Premium,D,VVS2,60.1,58.0,4.55,4.53,2.73,6.958
7899,1.6,Fair,F,SI2,65.0,56.0,7.35,7.26,4.8,8.744
7900,0.32,Ideal,E,VS1,62.3,54.0,4.37,4.4,2.73,6.715
7901,1.11,Very Good,H,VS2,62.4,58.0,6.57,6.69,4.14,8.603
7902,1.06,Very Good,D,SI1,59.3,60.0,6.64,6.71,3.96,8.71
7903,1.23,Ideal,H,SI2,62.4,57.0,6.79,6.84,4.25,8.725
7904,1.41,Premium,D,VVS2,60.8,57.0,7.28,7.23,4.41,9.754
7905,0.32,Very Good,D,SI1,63.5,55.0,4.35,4.31,2.75,6.628
7906,1.51,Very Good,D,VS1,62.8,57.0,7.23,7.29,4.56,9.649
7907,0.7,Good,H,VS1,63.9,58.0,5.67,5.59,3.6,7.769
7908,0.8,Ideal,E,VS1,62.1,56.0,5.92,5.97,3.69,8.315
7909,1.51,Very Good,E,SI2,63.3,58.0,7.19,7.16,4.54,8.954
7910,0.79,Very Good,J,SI1,58.8,62.0,6.01,6.03,3.54,7.511
7911,0.32,Premium,E,SI2,61.7,60.0,4.41,4.38,2.71,6.356
7912,1.21,Very Good,H,VS1,63.3,58.0,6.77,6.72,4.27,8.835
7913,1.21,Premium,H,VS1,62.5,59.0,6.8,6.74,4.23,8.93
7914,1.01,Fair,E,VS2,66.6,55.0,6.27,6.2,4.15,8.417
7915,0.5,Very Good,F,VS1,58.8,60.0,5.18,5.2,3.05,7.413
7916,0.4,Good,F,VS2,64.1,56.0,4.65,4.71,3.0,6.583
7917,1.06,Premium,D,SI2,60.9,60.0,6.55,6.52,3.98,8.332
7918,0.32,Ideal,E,SI1,61.9,56.0,4.39,4.43,2.73,6.33
7919,0.34,Ideal,D,VS1,60.3,57.0,4.52,4.55,2.73,6.818
7920,1.51,Premium,I,SI2,58.7,59.0,7.53,7.49,4.41,8.895
7921,0.32,Very Good,E,VVS2,61.6,54.0,4.43,4.46,2.74,6.704
7922,0.72,Premium,E,SI1,62.1,58.0,5.69,5.72,3.54,7.725
7923,1.0,Very Good,G,VS2,63.1,58.0,6.39,6.31,4.01,8.652
7924,1.02,Premium,G,I1,60.3,58.0,6.55,6.5,3.94,7.943
7925,0.33,Ideal,D,VS2,61.1,56.0,4.5,4.54,2.76,6.712
7926,0.53,Premium,G,SI1,62.1,62.0,5.15,5.13,3.19,7.095
7927,2.0,Premium,H,SI1,63.0,54.0,8.07,7.99,5.06,9.569
7928,0.48,Good,F,SI1,59.3,64.0,5.13,5.1,3.03,6.902
7929,0.3,Ideal,H,SI1,61.3,59.0,4.29,4.33,2.64,6.052
7930,0.5,Ideal,F,VVS2,62.0,56.0,5.08,5.05,3.14,7.609
7931,0.39,Very Good,E,VS2,61.3,61.0,4.66,4.7,2.87,6.79
7932,1.15,Ideal,H,VS2,62.6,57.0,6.75,6.69,4.21,8.698
7933,0.72,Ideal,I,VVS1,61.3,57.0,5.75,5.77,3.53,7.884
7934,0.31,Ideal,G,VVS1,60.2,61.0,4.39,4.41,2.65,6.627
7935,0.24,Very Good,I,VVS1,62.3,57.0,3.95,3.98,2.47,5.817
7936,0.62,Good,F,VVS2,59.9,62.0,5.51,5.53,3.3,7.664
7937,1.23,Premium,I,SI2,62.4,58.0,6.86,6.82,4.27,8.57
7938,0.31,Very Good,G,VVS1,63.0,56.0,4.26,4.28,2.69,6.565
7939,0.31,Ideal,J,VVS2,62.0,56.1,4.31,4.33,2.68,6.148
7940,1.02,Very Good,H,SI1,62.8,58.0,6.37,6.43,4.02,8.503
7941,0.31,Ideal,G,SI1,61.7,55.0,4.38,4.4,2.71,6.441
7942,1.0,Premium,D,SI1,59.5,60.0,6.49,6.42,3.84,8.61
7943,0.52,Very Good,E,VS2,63.5,54.0,5.19,5.11,3.27,7.48
7944,1.01,Ideal,G,VVS2,60.9,54.0,6.5,6.53,3.97,8.979
7945,0.33,Good,I,SI1,63.6,57.0,4.42,4.39,2.8,6.349
7946,0.72,Ideal,J,VVS1,62.5,56.0,5.71,5.74,3.58,7.718
7947,0.35,Ideal,E,SI1,61.0,57.0,4.54,4.57,2.78,6.42
7948,0.33,Very Good,H,SI1,63.0,57.0,4.39,4.41,2.77,6.163
7949,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,6.736
7950,2.01,Premium,G,SI1,62.3,61.0,7.96,7.89,5.02,9.695
7951,0.41,Good,J,VS2,64.3,55.0,4.7,4.66,3.01,6.664
7952,0.52,Ideal,G,VS2,62.0,55.0,5.19,5.13,3.2,7.363
7953,1.21,Premium,I,VS2,62.2,59.0,6.79,6.85,4.24,8.613
7954,0.31,Ideal,E,VVS2,61.7,56.0,4.37,4.38,2.7,6.641
7955,0.33,Ideal,G,IF,61.7,55.0,4.47,4.45,2.75,6.958
7956,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,6.828
7957,0.3,Ideal,D,VS1,60.8,56.0,4.37,4.39,2.66,6.786
7958,1.0,Very Good,G,VVS2,63.0,54.0,6.37,6.43,4.03,9.004
7959,1.2,Ideal,D,VS1,61.0,59.0,6.79,6.85,4.16,9.31
7960,0.4,Good,I,SI1,63.9,57.0,4.66,4.7,2.99,6.39
7961,0.39,Ideal,E,SI1,60.6,57.0,4.75,4.79,2.89,6.518
7962,0.51,Ideal,F,VS1,60.9,56.0,5.17,5.2,3.16,7.643
7963,0.3,Ideal,D,SI2,62.0,56.0,4.31,4.34,2.68,6.054
7964,0.32,Ideal,J,VS2,62.1,54.0,4.44,4.38,2.74,6.223
7965,1.21,Ideal,E,SI1,61.9,57.0,6.88,6.79,4.23,8.912
7966,0.92,Very Good,I,SI1,63.3,58.0,6.18,6.14,3.9,8.109
7967,0.35,Good,I,SI1,63.6,56.0,4.5,4.53,2.87,6.157
